1	100.7802826
2	108.9972385
3	19.18476943
4	77.05940135
5	66.00459134
6	61.81750104
7	140.0279521
8	98.72081354
9	131.0944378
10	50.19221151
11	94.72576238
12	95.27435439
13	12.37547893
14	108.5863266
15	129.5570223
16	71.9042739
17	67.88839796
18	69.80082657
19	142.7176869
20	81.10213351
21	100.7154034
22	41.04023738
23	88.15099268
24	55.09026031
25	83.84417437
26	8.383696344
27	84.44570087
28	137.7404645
29	95.54018942
30	85.36799491
31	140.0091664
32	104.9268859
33	39.20835609
34	47.20696153
35	0.992910542
36	138.2826114
37	113.3322481
38	111.6749091
39	83.55871495
40	164.1398453
41	46.21918979
42	116.0593405
43	166.1933992
44	105.4962132
45	141.5845626
46	17.80757397
47	170.1982431
48	163.4537889
49	194.8629778
50	106.0464414
